Date;Time;Importance;Event;Actual;Forecast;Previous
2015/05/29;14:30;bull2;"CFTC S&P 500 speculative net positions";-69.2K;;-31.0K
2015/05/29;14:30;bull1;"CFTC Silver speculative net positions";51.0K;;51.3K
2015/05/29;15:30;bull2;"CFTC Crude Oil speculative net positions";348.0k;;343.4k
2015/06/01;00:30;bull2;"Investing.com Gold Index";54.0%;;63.2%
2015/06/01;00:30;bull2;"Investing.com S&P 500 Index";25.8%;;35.4%
2015/06/01;07:30;bull2;"Core PCE Price Index (YoY) (Apr)";1.2%;1.3%;1.3%
2015/06/01;07:30;bull2;"Core PCE Price Index (MoM) (Apr)";0.1%;0.2%;0.1%
2015/06/01;07:30;bull1;"Personal Income (MoM) (Apr)";0.4%;0.3%;0.0%
2015/06/01;08:05;bull2;"FOMC Member Rosengren Speaks";;;
2015/06/01;08:30;bull2;"FOMC Member Stanley Fischer Speaks";;;
2015/06/01;08:45;bull2;"Manufacturing PMI (May)";54.0;54.2;53.8
2015/06/01;09:00;bull2;"ISM Manufacturing Employment (May)";51.7;49.2;48.3
2015/06/01;09:00;bull1;"ISM Manufacturing New Orders Index (May)";55.8;;53.5
2015/06/01;09:00;bull3;"ISM Manufacturing PMI (May)";52.8;52.0;51.5
2015/06/01;09:00;bull1;"ISM Manufacturing Prices (May)";49.5;42.5;40.5
2015/06/01;10:30;bull1;"3-Month Bill Auction";0.010%;;0.015%
2015/06/01;10:30;bull1;"6-Month Bill Auction";0.070%;;0.085%
2015/06/02;07:55;bull1;"Redbook (MoM)";-0.3%;;-0.3%
2015/06/02;07:55;bull1;"Redbook (YoY)";1.7%;;1.6%
2015/06/02;08:45;bull1;"ISM-New York Index (May)";683.7;;681.7
2015/06/02;09:00;bull1;"Factory orders ex transportation (MoM) (Apr)";0.0%;;-0.1%
2015/06/02;09:00;bull1;"IBD/TIPP Economic Optimism";48.1;49.8;49.7
2015/06/02;10:30;bull1;"4-Week Bill Auction";0.005%;;0.010%
2015/06/02;12:30;bull1;"All Truck Sales (May)";9.68M;;9.14M
2015/06/02;12:30;bull1;"Domestic Truck Sales (May)";8.36M;8.00M;7.86M
2015/06/02;15:00;bull1;"All Car Sales";8.11M;;7.36M
2015/06/02;15:00;bull1;"Domestic Car Sales";5.87M;;5.31M
2015/06/02;15:00;bull1;"Total Vehicle Sales";17.79M;17.00M;16.50M
2015/06/02;15:30;bull2;"API Weekly Crude Oil Stock";1.800M;-2.400M;1.268M
2015/06/02;15:30;bull1;"API Weekly Gasoline Stock";1.600M;;-3.591M
2015/06/03;06:00;bull1;"MBA 30-Year Mortgage Rate";4.02%;;4.07%
2015/06/03;06:00;bull1;"MBA Mortgage Applications (WoW)";-7.6%;;-1.6%
2015/06/03;06:00;bull1;"MBA Purchase Index";195.4;;201.5
2015/06/03;06:00;bull1;"Mortgage Market Index";369.5;;399.9
2015/06/03;06:00;bull1;"Mortgage Refinance Index";1,360.3;;1,537.8
2015/06/03;08:45;bull2;"Markit Composite PMI (May)";56.0;57.0;56.1
2015/06/03;08:45;bull2;"Services PMI (May)";56.2;56.5;56.4
2015/06/03;09:00;bull1;"ISM Non-Manufacturing Business Activity (May)";59.5;60.5;61.6
2015/06/03;09:00;bull2;"ISM Non-Manufacturing Employment (May)";55.3;;56.7
2015/06/03;09:00;bull1;"ISM Non-Manufacturing New Orders (May)";57.9;;59.2
2015/06/03;09:00;bull3;"ISM Non-Manufacturing PMI (May)";55.7;57.0;57.8
2015/06/03;09:00;bull1;"ISM Non-Manufacturing Prices (May)";55.9;;50.1
2015/06/03;09:30;bull3;"Crude Oil Inventories";-1.948M;-1.700M;-2.802M
2015/06/03;09:30;bull1;"EIA Weekly Distillates Stocks";3.773M;1.086M;1.115M
2015/06/03;09:30;bull1;"Gasoline Inventories";-0.334M;0.529M;-3.309M
2015/06/03;13:00;bull2;"Beige Book";;;
2015/06/03;13:15;bull1;"Chicago Fed President Evans Speaks";;;
2015/06/04;06:30;bull1;"Challenger Job Cuts (YoY)";-22.5%;;52.8%
2015/06/04;06:30;bull1;"Challenger Job Cuts (May)";41.0K;;61.6K
2015/06/04;07:30;bull2;"Nonfarm Productivity (QoQ) (Q1)";-3.1%;-2.9%;-1.9%
2015/06/04;07:30;bull2;"Unit Labor Costs (QoQ) (Q1)";6.7%;5.9%;5.0%
2015/06/04;08:45;bull1;"Bloomberg Consumer Confidence";40.5;;40.9
2015/06/04;09:30;bull1;"Natural Gas Storage";132B;121B;112B
2015/06/04;11:00;bull2;"FOMC Member Tarullo Speaks";;;
2015/06/05;07:00;bull2;"OPEC Meeting";;;
2015/06/05;07:30;bull2;"Average Hourly Earnings (MoM) (May)";0.3%;0.2%;0.1%
2015/06/05;07:30;bull1;"Average Weekly Hours (May)";34.5;34.5;34.5
2015/06/05;07:30;bull1;"Manufacturing Payrolls (May)";7.0K;5.0K;1.0K
2015/06/05;07:30;bull2;"Participation Rate (May)";62.9%;;62.8%
2015/06/05;07:30;bull1;"U6 Unemployment Rate (May)";10.70%;;10.80%
2015/06/05;07:30;bull3;"Unemployment Rate (May)";5.5%;5.4%;5.4%
2015/06/05;11:30;bull2;"FOMC Member Dudley Speaks";;;
2015/06/05;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";642;;646
2015/06/05;14:30;bull1;"CFTC Copper speculative net positions";-8.7K;;1.6K
2015/06/05;14:30;bull2;"CFTC Gold speculative net positions";104.4K;;104.7K
2015/06/05;14:30;bull2;"CFTC S&P 500 speculative net positions";-24.8K;;-69.2K
2015/06/05;14:30;bull1;"CFTC Silver speculative net positions";46.8K;;51.0K
2015/06/05;15:30;bull2;"CFTC Crude Oil speculative net positions";339.5k;;348.0k
2015/06/08;00:30;bull2;"Investing.com Gold Index";58.9%;;54.0%
2015/06/08;00:30;bull2;"Investing.com S&P 500 Index";41.5%;;25.8%
2015/06/08;09:00;bull1;"CB Employment Trends Index (Jun)";128.60;;128.20
2015/06/08;10:30;bull1;"3-Month Bill Auction";0.015%;;0.010%
2015/06/08;10:30;bull1;"6-Month Bill Auction";0.080%;;0.070%
2015/06/09;05:00;bull1;"NFIB Small Business Optimism (May)";98.3;97.1;96.9
2015/06/09;07:55;bull1;"Redbook (MoM)";-1.7%;;-0.3%
2015/06/09;07:55;bull1;"Redbook (YoY)";1.2%;;1.7%
2015/06/09;10:30;bull1;"4-Week Bill Auction";0.005%;;0.005%
2015/06/09;12:00;bull1;"3-Year Note Auction";1.125%;;1.000%
2015/06/09;15:30;bull2;"API Weekly Crude Oil Stock";-6.700M;-1.600M;1.800M
2015/06/09;15:30;bull1;"API Weekly Distillates Stocks";0.038M;;-0.051M
2015/06/09;15:30;bull1;"API Weekly Gasoline Stock";-3.900M;;1.600M
2015/06/10;06:00;bull1;"MBA 30-Year Mortgage Rate";4.17%;;4.02%
2015/06/10;06:00;bull1;"MBA Mortgage Applications (WoW)";8.4%;;-7.6%
2015/06/10;06:00;bull1;"MBA Purchase Index";214.3;;195.4
2015/06/10;06:00;bull1;"Mortgage Market Index";400.5;;369.5
2015/06/10;06:00;bull1;"Mortgage Refinance Index";1,455.2;;1,360.3
2015/06/10;09:30;bull3;"Crude Oil Inventories";-6.812M;-1.720M;-1.948M
2015/06/10;09:30;bull1;"EIA Weekly Distillates Stocks";0.865M;1.340M;3.773M
2015/06/10;09:30;bull1;"Gasoline Inventories";-2.939M;0.280M;-0.334M
2015/06/10;12:00;bull2;"10-Year Note Auction";2.461%;;2.237%
2015/06/10;13:00;bull2;"Federal Budget Balance (May)";-82.4B;-98.0B;157.0B
2015/06/11;07:30;bull3;"Core Retail Sales (MoM) (May)";1.0%;0.7%;0.1%
2015/06/11;07:30;bull2;"Export Price Index (MoM) (May)";0.6%;0.2%;-0.7%
2015/06/11;07:30;bull1;"Retail Sales Ex Gas/Autos (MoM) (May)";0.7%;;0.2%
2015/06/11;08:45;bull1;"Bloomberg Consumer Confidence";40.1;;40.5
2015/06/11;09:00;bull2;"Business Inventories (MoM) (Apr)";0.4%;0.2%;0.1%
2015/06/11;09:30;bull1;"Natural Gas Storage";111B;112B;132B
2015/06/11;12:00;bull1;"30-Year Bond Auction";3.138%;;3.044%
2015/06/12;07:30;bull2;"Core PPI (MoM) (May)";0.1%;0.1%;-0.2%
2015/06/12;07:30;bull1;"Core PPI (YoY) (May)";0.6%;0.7%;0.8%
2015/06/12;07:30;bull3;"PPI (MoM) (May)";0.5%;0.4%;-0.4%
2015/06/12;07:30;bull1;"PPI (YoY) (May)";-1.1%;-1.1%;-1.3%
2015/06/12;09:00;bull1;"Michigan 5-Year Inflation Expectations (Jun)";2.70%;;2.80%
2015/06/12;09:00;bull2;"Michigan Consumer Expectations (Jun)";86.8;85.0;84.2
2015/06/12;09:00;bull2;"Michigan Consumer Sentiment (Jun)";94.6;91.5;90.7
2015/06/12;09:00;bull1;"Michigan Current Conditions (Jun)";106.8;96.5;100.8
2015/06/12;09:00;bull1;"Michigan Inflation Expectations (Jun)";2.7%;;2.8%
2015/06/12;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";635;;642
2015/06/12;14:30;bull1;"CFTC Copper speculative net positions";-13.4K;;-8.7K
2015/06/12;14:30;bull2;"CFTC Gold speculative net positions";75.1K;;104.4K
2015/06/12;14:30;bull2;"CFTC S&P 500 speculative net positions";-92.8K;;-24.8K
2015/06/12;14:30;bull1;"CFTC Silver speculative net positions";22.5K;;46.8K
2015/06/12;15:30;bull2;"CFTC Crude Oil speculative net positions";325.9k;;339.5k
2015/06/15;02:30;bull2;"Investing.com Gold Index";50.1%;;58.9%
2015/06/15;02:30;bull2;"Investing.com S&P 500 Index";23.3%;;41.5%
2015/06/15;07:30;bull2;"NY Empire State Manufacturing Index (Jun)";-1.98;6.00;3.09
2015/06/15;08:15;bull1;"Manufacturing Production (MoM) (May)";-0.2%;0.3%;0.1%
2015/06/15;09:00;bull1;"NAHB Housing Market Index (Jun)";59;56;54
2015/06/15;10:30;bull1;"3-Month Bill Auction";0.010%;;0.015%
2015/06/15;10:30;bull1;"6-Month Bill Auction";0.100%;;0.080%
2015/06/16;07:30;bull2;"Building Permits (MoM) (May)";11.8%;-3.5%;9.8%
2015/06/16;07:30;bull3;"Building Permits (May)";1.275M;1.100M;1.140M
2015/06/16;07:55;bull1;"Redbook (MoM)";-1.7%;;-1.7%
2015/06/16;07:55;bull1;"Redbook (YoY)";1.1%;;1.2%
2015/06/16;10:30;bull1;"4-Week Bill Auction";0.000%;;0.005%
2015/06/16;15:30;bull2;"API Weekly Crude Oil Stock";-2.900M;-2.400M;-6.700M
2015/06/16;15:30;bull1;"API Weekly Gasoline Stock";-2.900M;;-3.900M
2015/06/17;06:00;bull1;"MBA 30-Year Mortgage Rate";4.22%;;4.17%
2015/06/17;06:00;bull1;"MBA Mortgage Applications (WoW)";-5.5%;;8.4%
2015/06/17;06:00;bull1;"MBA Purchase Index";205.4;;214.3
2015/06/17;06:00;bull1;"Mortgage Market Index";378.5;;400.5
2015/06/17;06:00;bull1;"Mortgage Refinance Index";1,354.9;;1,455.2
2015/06/17;09:30;bull3;"Crude Oil Inventories";-2.676M;-1.657M;-6.812M
2015/06/17;09:30;bull1;"EIA Weekly Distillates Stocks";0.114M;1.029M;0.865M
2015/06/17;09:30;bull1;"Gasoline Inventories";0.460M;-0.314M;-2.939M
2015/06/17;13:00;bull3;"FOMC Economic Projections";;;
2015/06/17;13:00;bull3;"FOMC Statement";;;
2015/06/17;13:00;bull3;"Fed Interest Rate Decision";0.25%;0.25%;0.25%
2015/06/17;13:30;bull3;"FOMC Press Conference";;;
2015/06/18;07:30;bull3;"Core CPI (MoM) (May)";0.1%;0.2%;0.3%
2015/06/18;07:30;bull2;"Core CPI (YoY) (May)";1.7%;1.8%;1.8%
2015/06/18;07:30;bull1;"Core CPI Index (May)";241.76;241.82;241.41
2015/06/18;07:30;bull2;"CPI (MoM) (May)";0.4%;0.5%;0.1%
2015/06/18;07:30;bull1;"CPI (YoY) (May)";0.0%;0.0%;-0.2%
2015/06/18;07:30;bull1;"CPI Index, n.s.a. (May)";237.81;238.04;236.60
2015/06/18;07:30;bull2;"Initial Jobless Claims";267K;275K;279K
2015/06/18;07:30;bull1;"Jobless Claims 4-Week Avg.";276.75K;;278.75K
2015/06/18;07:30;bull1;"Real Earnings (MoM) (May)";-0.1%;;0.0%
2015/06/18;08:45;bull1;"Bloomberg Consumer Confidence";40.9;;40.1
2015/06/18;09:00;bull3;"Philadelphia Fed Manufacturing Index (Jun)";15.2;8.0;6.7
2015/06/18;09:00;bull1;"Philly Fed Business Conditions (Jun)";39.7;;33.9
2015/06/18;09:00;bull1;"Philly Fed CAPEX Index (Jun)";8.10;;16.80
2015/06/18;09:00;bull2;"Philly Fed Employment (Jun)";3.8;;6.7
2015/06/18;09:00;bull1;"Philly Fed New Orders (Jun)";15.2;;4.0
2015/06/18;09:00;bull1;"Philly Fed Prices Paid (Jun)";17.20;;-14.20
2015/06/18;09:30;bull1;"Natural Gas Storage";89B;93B;111B
2015/06/18;10:00;bull1;"Cleveland CPI (MoM) (May)";0.2%;;0.2%
2015/06/18;12:00;bull1;"30-Year TIPS Auction";1.142%;;0.842%
2015/06/19;10:40;bull2;"FOMC Member Williams Speaks";;;
2015/06/19;11:00;bull2;"FOMC Member Mester Speaks";;;
2015/06/19;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";631;;635
2015/06/19;14:30;bull1;"CFTC Copper speculative net positions";-16.5K;;-13.4K
2015/06/19;14:30;bull2;"CFTC Gold speculative net positions";75.7K;;75.1K
2015/06/19;14:30;bull2;"CFTC S&P 500 speculative net positions";-84.0K;;-92.8K
2015/06/19;14:30;bull1;"CFTC Silver speculative net positions";15.7K;;22.5K
2015/06/19;15:30;bull2;"CFTC Crude Oil speculative net positions";327.1k;;325.9k
2015/06/22;00:30;bull2;"Investing.com Gold Index";52.0%;;50.1%
2015/06/22;00:30;bull2;"Investing.com S&P 500 Index";25.5%;;23.3%
2015/06/22;10:30;bull1;"3-Month Bill Auction";0.010%;;0.010%
2015/06/22;10:30;bull1;"6-Month Bill Auction";0.080%;;0.100%
2015/06/23;07:00;bull3;"FOMC Member Powell Speaks";;;
2015/06/23;07:30;bull1;"Goods Orders Non Defense Ex Air (MoM) (May)";0.4%;0.5%;-0.3%
2015/06/23;07:55;bull1;"Redbook (YoY)";1.6%;;1.1%
2015/06/23;07:55;bull1;"Redbook (MoM)";-1.6%;;-1.7%
2015/06/23;08:00;bull1;"House Price Index (MoM) (Apr)";0.3%;0.6%;0.3%
2015/06/23;08:00;bull1;"House Price Index (YoY) (Apr)";5.3%;;5.2%
2015/06/23;08:45;bull2;"Manufacturing PMI (Jun)";53.4;54.2;54.0
2015/06/23;09:00;bull1;"Richmond Manufacturing Index (Jun)";6;3;1
2015/06/23;09:00;bull1;"Richmond Manufacturing Shipments (Jun)";0;;-1
2015/06/23;09:00;bull1;"Richmond Services Index (Jun)";19;;13
2015/06/23;10:30;bull1;"4-Week Bill Auction";0.000%;;0.000%
2015/06/23;10:30;bull1;"52-Week Bill Auction";0.290%;;0.255%
2015/06/23;12:00;bull1;"2-Year Note Auction";0.692%;;0.648%
2015/06/23;15:30;bull2;"API Weekly Crude Oil Stock";-3.200M;-2.300M;-2.900M
2015/06/24;06:00;bull1;"MBA 30-Year Mortgage Rate";4.19%;;4.22%
2015/06/24;06:00;bull1;"MBA Mortgage Applications (WoW)";1.6%;;-5.5%
2015/06/24;06:00;bull1;"MBA Purchase Index";207.8;;205.4
2015/06/24;06:00;bull1;"Mortgage Market Index";384.5;;378.5
2015/06/24;06:00;bull1;"Mortgage Refinance Index";1,379.9;;1,354.9
2015/06/24;07:30;bull1;"Core PCE Prices (Q1)";0.80%;0.80%;0.80%
2015/06/24;07:30;bull1;"Corporate Profits (QoQ) (Q1)";-8.8%;;-8.7%
2015/06/24;07:30;bull3;"GDP (QoQ) (Q1)";-0.2%;-0.2%;-0.7%
2015/06/24;07:30;bull2;"GDP Price Index (QoQ) (Q1)";-0.1%;-0.1%;-0.1%
2015/06/24;07:30;bull1;"GDP Sales (Q1)";-0.6%;-0.6%;-1.1%
2015/06/24;07:30;bull1;"PCE Prices (Q1)";-2.0%;-2.0%;-2.0%
2015/06/24;07:30;bull1;"Real Consumer Spending (Q1)";2.1%;1.9%;1.8%
2015/06/24;09:30;bull3;"Crude Oil Inventories";-4.934M;-2.100M;-2.676M
2015/06/24;09:30;bull1;"EIA Weekly Distillates Stocks";1.837M;0.993M;0.114M
2015/06/24;09:30;bull1;"Gasoline Inventories";0.680M;-0.304M;0.460M
2015/06/24;12:00;bull1;"5-Year Note Auction";1.710%;;1.560%
2015/06/25;07:00;bull2;"FOMC Member Tarullo Speaks";;;
2015/06/25;07:30;bull2;"Core PCE Price Index (MoM) (May)";0.1%;0.1%;0.1%
2015/06/25;07:30;bull1;"Real Personal Consumption (MoM) (May)";0.6%;0.4%;0.0%
2015/06/25;08:45;bull1;"Bloomberg Consumer Confidence";42.6;;40.9
2015/06/25;08:45;bull3;"FOMC Member Powell Speaks";;;
2015/06/25;08:45;bull2;"Services PMI (Jun)";54.8;56.7;56.2
2015/06/25;09:30;bull1;"Natural Gas Storage";75B;77B;89B
2015/06/25;10:00;bull1;"KC Fed Composite Index (Jun)";-9;;-13
2015/06/25;10:00;bull1;"KC Fed Manufacturing Index (Jun)";-21;-10;-13
2015/06/25;12:00;bull1;"7-Year Note Auction";2.120%;;1.888%
2015/06/26;09:00;bull1;"Michigan 5-Year Inflation Expectations (Jun)";2.60%;;2.70%
2015/06/26;09:00;bull2;"Michigan Consumer Expectations (Jun)";87.8;86.9;86.8
2015/06/26;09:00;bull2;"Michigan Consumer Sentiment (Jun)";96.1;94.6;94.6
2015/06/26;09:00;bull1;"Michigan Current Conditions (Jun)";108.9;106.7;106.8
2015/06/26;09:00;bull1;"Michigan Inflation Expectations (Jun)";2.7%;;2.7%
2015/06/26;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";628;;631
2015/06/26;14:30;bull1;"CFTC Copper speculative net positions";-23.6K;;-16.5K
2015/06/26;14:30;bull2;"CFTC Gold speculative net positions";95.1K;;75.7K
2015/06/26;14:30;bull2;"CFTC S&P 500 speculative net positions";-92.2K;;-84.0K
2015/06/26;14:30;bull1;"CFTC Silver speculative net positions";15.6K;;15.7K
2015/06/26;15:30;bull2;"CFTC Crude Oil speculative net positions";327.4k;;327.1k
2015/06/29;00:30;bull2;"Investing.com Gold Index";62.9%;;52.0%
2015/06/29;00:30;bull2;"Investing.com S&P 500 Index";37.3%;;25.5%
2015/06/29;09:30;bull1;"Dallas Fed Mfg Business Index (Jun)";-7.0;-16.0;-20.8
2015/06/29;10:30;bull1;"3-Month Bill Auction";0.015%;;0.010%
2015/06/29;10:30;bull1;"6-Month Bill Auction";0.110%;;0.080%
2015/06/30;07:55;bull1;"Redbook (MoM)";-1.5%;;-1.6%
2015/06/30;07:55;bull1;"Redbook (YoY)";1.7%;;1.6%
2015/06/30;08:00;bull1;"S&P/CS HPI Composite - 20 s.a. (MoM) (Apr)";0.3%;0.8%;1.0%
2015/06/30;08:00;bull1;"S&P/CS HPI Composite - 20 n.s.a. (MoM) (Apr)";1.1%;1.1%;0.9%
2015/06/30;08:00;bull2;"S&P/CS HPI Composite - 20 n.s.a. (YoY) (Apr)";4.9%;5.5%;5.0%
2015/06/30;08:45;bull2;"Chicago PMI (Jun)";49.4;50.0;46.2
2015/06/30;09:30;bull1;"Dallas Fed Services Revenues (Jun)";13.2;;3.8
2015/06/30;09:30;bull1;"Texas Services Sector Outlook (Jun)";4.1;;1.1
2015/06/30;10:30;bull1;"4-Week Bill Auction";0.015%;;0.000%
2015/06/30;15:30;bull2;"API Weekly Crude Oil Stock";1.875M;-1.300M;-3.200M
2015/06/30;15:30;bull1;"API Weekly Distillates Stocks";0.263M;;0.038M
2015/06/30;15:30;bull1;"API Weekly Gasoline Stock";0.334M;;-2.900M
2015/06/30;17:00;bull2;"FOMC Member Bullard Speaks";;;
2015/07/01;06:00;bull1;"MBA 30-Year Mortgage Rate";4.26%;;4.19%
2015/07/01;06:00;bull1;"MBA Mortgage Applications (WoW)";-4.7%;;1.6%
2015/07/01;06:00;bull1;"MBA Purchase Index";199.2;;207.8
2015/07/01;06:00;bull1;"Mortgage Market Index";366.5;;384.5
2015/07/01;06:00;bull1;"Mortgage Refinance Index";1,307.7;;1,379.9
2015/07/01;06:30;bull1;"Challenger Job Cuts (YoY)";42.7%;;-22.5%
2015/07/01;06:30;bull1;"Challenger Job Cuts (Jun)";44.8K;;41.0K
2015/07/01;08:45;bull2;"Manufacturing PMI (Jun)";53.6;53.4;53.4
2015/07/01;09:00;bull2;"ISM Manufacturing Employment (Jun)";55.5;52.0;51.7
2015/07/01;09:00;bull1;"ISM Manufacturing New Orders Index (Jun)";56.0;;55.8
2015/07/01;09:00;bull3;"ISM Manufacturing PMI (Jun)";53.5;53.1;52.8
2015/07/01;09:00;bull1;"ISM Manufacturing Prices (Jun)";49.5;51.0;49.5
2015/07/01;09:30;bull3;"Crude Oil Inventories";2.386M;-2.000M;-4.934M
2015/07/01;09:30;bull1;"EIA Weekly Distillates Stocks";0.392M;1.620M;1.837M
2015/07/01;09:30;bull1;"Gasoline Inventories";-1.757M;0.458M;0.680M
2015/07/01;14:30;bull1;"All Car Sales";7.78M;;8.11M
2015/07/01;14:30;bull1;"All Truck Sales (Jun)";9.37M;;9.68M
2015/07/01;14:30;bull1;"Domestic Car Sales";5.61M;;5.87M
2015/07/01;14:30;bull1;"Domestic Truck Sales (Jun)";8.01M;8.10M;8.36M
2015/07/01;14:30;bull1;"Total Vehicle Sales";17.16M;17.20M;17.79M
2015/07/02;07:30;bull1;"Average Weekly Hours (Jun)";34.5;34.5;34.5
2015/07/02;07:30;bull2;"Initial Jobless Claims";281K;270K;271K
2015/07/02;07:30;bull1;"Jobless Claims 4-Week Avg.";274.75K;;273.75K
2015/07/02;07:30;bull1;"Manufacturing Payrolls (Jun)";4.0K;5.0K;7.0K
2015/07/02;07:30;bull2;"Participation Rate (Jun)";62.6%;;62.9%
2015/07/02;07:30;bull1;"U6 Unemployment Rate (Jun)";10.50%;;10.70%
2015/07/02;07:30;bull3;"Unemployment Rate (Jun)";5.3%;5.4%;5.5%
2015/07/02;08:45;bull1;"Bloomberg Consumer Confidence";44.0;;42.6
2015/07/02;08:45;bull1;"ISM-New York Index (Jun)";690.2;;683.7
2015/07/02;09:00;bull1;"Factory orders ex transportation (MoM) (May)";0.1%;;-0.1%
2015/07/02;09:30;bull1;"Natural Gas Storage";69B;70B;75B
2015/07/02;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";640;;628
2015/07/03;15:30;bull2;"CFTC Crude Oil speculative net positions";328.2k;;327.4k
2015/07/06;08:45;bull2;"Markit Composite PMI (Jun)";54.6;54.6;54.6
2015/07/06;08:45;bull2;"Services PMI (Jun)";54.8;54.8;54.8
2015/07/06;09:00;bull1;"ISM Non-Manufacturing Business Activity (Jun)";61.5;60.0;59.5
2015/07/06;09:00;bull2;"ISM Non-Manufacturing Employment (Jun)";52.7;;55.3
2015/07/06;09:00;bull1;"ISM Non-Manufacturing New Orders (Jun)";58.3;;57.9
2015/07/06;09:00;bull3;"ISM Non-Manufacturing PMI (Jun)";56.0;56.2;55.7
2015/07/06;09:00;bull1;"ISM Non-Manufacturing Prices (Jun)";53.0;;55.9
2015/07/06;10:30;bull1;"3-Month Bill Auction";0.015%;;0.015%
2015/07/06;10:30;bull1;"6-Month Bill Auction";0.085%;;0.110%
2015/07/06;14:30;bull1;"CFTC Copper speculative net positions";-21.8K;;-23.6K
2015/07/06;14:30;bull2;"CFTC Gold speculative net positions";67.2K;;95.1K
2015/07/06;14:30;bull2;"CFTC S&P 500 speculative net positions";-134.1K;;-92.2K
2015/07/06;14:30;bull1;"CFTC Silver speculative net positions";9.9K;;15.6K
2015/07/07;00:30;bull2;"Investing.com Gold Index";54.3%;;62.9%
2015/07/07;00:30;bull2;"Investing.com S&P 500 Index";25.4%;;37.3%
2015/07/07;07:55;bull1;"Redbook (YoY)";2.0%;;1.7%
2015/07/07;07:55;bull1;"Redbook (MoM)";-1.4%;;-1.5%
2015/07/07;09:00;bull1;"IBD/TIPP Economic Optimism";48.1;48.9;48.1
2015/07/07;10:30;bull1;"4-Week Bill Auction";0.015%;;0.015%
2015/07/07;12:00;bull1;"3-Year Note Auction";0.932%;;1.125%
2015/07/07;15:30;bull2;"API Weekly Crude Oil Stock";-0.958M;-1.100M;1.875M
2015/07/07;15:30;bull1;"API Weekly Distillates Stocks";4.200M;;0.263M
2015/07/07;15:30;bull1;"API Weekly Gasoline Stock";-2.041M;;0.334M
2015/07/08;06:00;bull1;"MBA 30-Year Mortgage Rate";4.23%;;4.26%
2015/07/08;06:00;bull1;"MBA Mortgage Applications (WoW)";4.6%;;-4.7%
2015/07/08;06:00;bull1;"MBA Purchase Index";212.4;;199.2
2015/07/08;06:00;bull1;"Mortgage Market Index";383.5;;366.5
2015/07/08;06:00;bull1;"Mortgage Refinance Index";1,342.9;;1,307.7
2015/07/08;09:30;bull3;"Crude Oil Inventories";0.384M;-0.700M;2.386M
2015/07/08;09:30;bull1;"EIA Weekly Distillates Stocks";1.641M;0.860M;0.392M
2015/07/08;09:30;bull1;"Gasoline Inventories";1.215M;-0.254M;-1.757M
2015/07/08;12:00;bull2;"10-Year Note Auction";2.225%;;2.461%
2015/07/08;13:00;bull3;"FOMC Meeting Minutes";;;
2015/07/08;13:00;bull2;"FOMC Member Williams Speaks";;;
2015/07/09;04:45;bull2;"FOMC Member Kocherlakota Speaks";;;
2015/07/09;08:45;bull1;"Bloomberg Consumer Confidence";43.5;;44.0
2015/07/09;09:30;bull1;"Natural Gas Storage";91B;86B;69B
2015/07/09;12:00;bull1;"30-Year Bond Auction";3.084%;;3.138%
2015/07/10;09:00;bull1;"Wholesale Inventories (MoM) (May)";0.8%;0.3%;0.4%
2015/07/10;10:35;bull2;"FOMC Member Rosengren Speaks";;;
2015/07/10;11:30;bull3;"Fed Chair Yellen Speaks";;;
2015/07/10;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";645;;640
2015/07/10;14:30;bull1;"CFTC Copper speculative net positions";-25.4K;;-21.8K
2015/07/10;14:30;bull2;"CFTC Gold speculative net positions";50.4K;;67.2K
2015/07/10;14:30;bull2;"CFTC S&P 500 speculative net positions";-180.5K;;-134.1K
2015/07/10;14:30;bull1;"CFTC Silver speculative net positions";6.8K;;9.9K
2015/07/10;15:30;bull2;"CFTC Crude Oil speculative net positions";296.2k;;328.2k
2015/07/13;00:30;bull2;"Investing.com Gold Index";55.7%;;54.3%
2015/07/13;00:30;bull2;"Investing.com S&P 500 Index";31.1%;;25.4%
2015/07/13;10:30;bull1;"3-Month Bill Auction";0.015%;;0.015%
2015/07/13;10:30;bull1;"6-Month Bill Auction";0.100%;;0.085%
2015/07/13;13:00;bull2;"Federal Budget Balance (Jun)";51.8B;51.0B;-82.4B
2015/07/14;05:00;bull1;"NFIB Small Business Optimism (Jun)";94.1;98.6;98.3
2015/07/14;07:30;bull2;"Export Price Index (MoM) (Jun)";-0.2%;0.1%;0.6%
2015/07/14;07:30;bull1;"Retail Control (MoM) (Jun)";-0.1%;0.4%;0.7%
2015/07/14;07:55;bull1;"Redbook (YoY)";1.4%;;2.0%
2015/07/14;07:55;bull1;"Redbook (MoM)";0.3%;;-1.4%
2015/07/14;09:00;bull2;"Business Inventories (MoM) (May)";0.3%;0.3%;0.4%
2015/07/14;10:30;bull1;"4-Week Bill Auction";0.020%;;0.015%
2015/07/14;15:30;bull2;"API Weekly Crude Oil Stock";-7.300M;-1.800M;-0.958M
